CASEID	v3	v1	v2	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v17_jp	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v84_tw1	v84_tw2	v84_tw3	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	s1_cjt	s2_cjt	cn_frcap	jp_frcap	tw_frcap	sex	age	marital	relig	topbot	urbrural	cn_reg	jp_reg	kr_reg	tw_reg	happy	happy_kr	educyrs	degree	inschl	wrkst	fullpart	wrkhrs	empcntrt	wrktype	whynowrk	isco88	cn_rinc	jp_rinc	kr_rinc	tw_rinc	cn_rincx	jp_rincx	kr_rincx	tw_rincx	hhdnum	cn_hinc	jp_hinc	kr_hinc	tw_hinc	rltvhinc	weight	spage	spedyrs	spdegr	spinschl	spwrkst	spfullpt	spwrkhrs	spempcnt	spwktype	spnowrk	spisco88	cn_spinc	jp_spinc	kr_spinc	tw_spinc	cn_sincx	jp_sincx	kr_sincx	tw_sincx	paedyrs	padegr	maedyrs	madegr
37	67	2008	1	4	2	4	2	3	1	1	1	2	1	4	4	2	2	 	2	2	4	4	2	2	2	2	2	2	2	4	2	4	4	2	4	5	 	 	 	 	 	4	1	2	1	1	2	2	 	2	2	2	1	2	2	 	2	2	2	2	2	2	2	2	2	 	1	2	2	2	2	2	 	1	2	2	2	2	2	 	1	2	2	3	4	 	 	 	2	2	2	2	2	3	5	4	2	4	1	1	1	1	1	2	2	1	1	1	3	4	3	2	2	1	 	 	1	33	1	1	5	2	2	 	 	 	2	 	16	5	0	1	1	40	1	3	 	1210	50000	 	 	 	0	 	 	 	3	80000	 	 	 	3	1.10803985595703	33	14	4	0	1	1	40	1	3	 	2149	30000	 	 	 	 	 	 	 	8	2	5	1
38	68	2008	1	4	3	4	2	3	1	2	3	3	4	4	1	2	5	 	3	2	2	2	3	2	2	5	5	2	2	4	2	4	4	2	2	4	 	 	 	 	 	7	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	4	4	 	 	 	3	1	5	4	3	5	4	5	4	3	1	1	1	1	1	1	2	1	1	1	5	5	5	2	2	1	 	 	1	48	1	1	4	2	2	 	 	 	2	 	9	2	0	1	1	40	1	3	 	8320	40000	 	 	 	0	 	 	 	5	70000	 	 	 	2	.443215936422348	45	10	3	0	1	1	40	1	3	 	2230	30000	 	 	 	 	 	 	 	8	2	8	2
39	69	2008	1	4	4	4	2	3	1	1	2	2	4	4	2	2	2	 	2	2	2	5	5	2	2	5	5	1	1	4	4	4	4	4	2	4	 	 	 	 	 	2	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	2	2	1	 	2	2	2	2	2	 	 	 	3	3	4	2	2	3	5	2	4	2	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	1	 	 	2	54	1	1	6	2	2	 	 	 	2	 	5	1	0	1	1	40	1	3	 	9332	20000	 	 	 	0	 	 	 	2	40000	 	 	 	2	1.10803985595703	65	5	1	0	1	1	40	1	3	 	5169	20000	 	 	 	 	 	 	 	0	0	0	0
40	70	2008	1	3	2	1	2	3	1	1	3	3	4	4	2	3	4	 	2	3	4	5	4	2	4	3	5	1	2	4	2	4	3	2	4	4	 	 	 	 	 	7	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	3	 	 	 	5	2	5	2	2	4	5	5	4	2	1	2	1	1	1	1	2	1	1	1	5	5	5	2	2	1	 	 	2	35	1	1	6	2	2	 	 	 	1	 	16	5	0	1	1	40	1	3	 	2411	45000	 	 	 	0	 	 	 	2	98000	 	 	 	3	2.21607971191406	36	13	4	0	1	1	40	1	3	 	3416	53000	 	 	 	 	 	 	 	8	2	8	2
41	81	2008	1	4	3	3	2	3	1	1	1	2	2	2	1	1	4	 	2	4	4	3	3	3	2	5	5	2	2	4	4	4	3	3	3	5	 	 	 	 	 	5	1	2	1	2	1	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	2	 	2	2	2	4	3	 	 	 	5	1	5	1	2	2	3	3	3	1	2	2	1	2	1	1	2	2	1	1	5	5	5	2	2	7	 	 	1	56	1	1	4	2	2	 	 	 	3	 	12	3	0	1	1	40	2	1	 	5169	8700	 	 	 	0	 	 	 	3	50000	 	 	 	2	.738693237304688	55	8	2	0	5	 	 	 	 	3	 	 	 	 	 	 	 	 	 	0	0	0	0
42	82	2008	1	4	3	3	2	4	1	1	1	4	1	1	1	1	4	 	2	5	2	2	2	2	2	2	5	2	2	4	5	5	5	5	4	5	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	2	 	2	2	2	3	3	 	 	 	6	2	4	1	1	4	2	3	4	2	2	2	2	1	1	1	1	2	1	1	5	5	5	2	2	1	 	 	1	51	1	1	4	2	2	 	 	 	3	 	9	2	0	1	1	40	1	3	 	7224	24000	 	 	 	0	 	 	 	3	60000	 	 	 	3	.738693237304688	51	8	2	0	5	 	 	 	 	3	 	 	 	 	 	 	 	 	 	0	0	0	0
43	83	2008	1	4	2	2	2	2	1	1	2	2	1	2	1	1	2	 	1	1	2	6	1	2	1	6	6	2	1	4	4	4	4	2	2	4	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	4	3	 	 	 	1	1	2	1	1	6	4	5	3	3	2	2	2	2	2	2	2	2	1	2	4	4	4	2	2	 	 	 	1	53	1	1	3	2	2	 	 	 	2	 	9	2	0	5	 	 	 	 	6	 	 	 	 	 	0	 	 	 	3	35900	 	 	 	2	.738693237304688	51	8	2	0	5	 	 	 	 	3	 	 	 	 	 	 	 	 	 	0	0	5	1
44	84	2008	1	4	4	4	2	4	2	4	4	4	4	5	1	1	6	 	2	2	2	6	6	5	5	6	6	4	1	4	4	5	5	5	1	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	5	4	 	 	 	3	1	2	2	4	3	6	5	4	4	1	2	1	1	1	1	1	1	1	1	5	5	5	2	2	3	 	 	1	56	1	1	7	2	2	 	 	 	1	 	9	2	0	1	1	42	2	2	 	5220	24000	 	 	 	3000	 	 	 	2	30000	 	 	 	3	1.10803985595703	50	11	3	0	5	 	 	 	 	6	 	 	 	 	 	 	 	 	 	8	 	0	0
45	85	2008	1	4	2	2	2	4	2	2	2	2	4	4	2	2	6	 	2	2	2	4	2	2	6	2	2	2	2	4	2	4	4	3	2	5	 	 	 	 	 	7	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	1	1	1	2	1	1	 	1	1	1	1	1	1	 	1	1	1	4	3	 	 	 	6	2	6	2	6	4	1	3	2	2	2	2	2	2	2	2	2	1	1	1	5	5	5	2	2	 	 	 	2	48	1	1	3	2	2	 	 	 	1	 	12	3	0	5	 	 	 	 	4	 	 	 	 	 	0	 	 	 	3	36000	 	 	 	3	.738693237304688	49	16	5	0	1	1	40	1	3	 	 	36000	 	 	 	 	 	 	 	5	1	0	0
46	86	2008	1	4	4	4	2	4	2	3	4	2	4	4	1	2	2	 	2	2	2	2	2	2	2	2	6	2	2	4	4	4	4	4	3	4	 	 	 	 	 	7	2	1	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	3	3	 	 	 	2	2	5	2	2	2	1	2	3	1	2	2	2	2	2	2	2	2	1	2	5	5	5	2	2	 	 	 	2	58	1	1	1	2	2	 	 	 	3	 	0	0	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	2	24000	 	 	 	1	1.10803985595703	57	8	2	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	0	0	0	0
47	87	2008	1	3	2	2	2	4	1	2	3	4	2	2	1	4	2	 	2	4	2	4	2	2	2	4	4	3	3	4	3	3	3	2	4	4	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	1	1	 	2	2	2	2	2	 	 	 	2	2	5	2	2	3	2	3	2	2	2	1	1	2	2	1	2	2	1	2	5	5	5	2	2	 	 	 	2	33	1	1	3	2	2	 	 	 	2	 	9	2	0	5	 	 	 	 	1	 	 	 	 	 	0	 	 	 	4	15000	 	 	 	2	.738693237304688	38	13	4	0	1	1	48	1	3	 	8269	15000	 	 	 	 	 	 	 	8	2	8	2
48	88	2008	1	1	2	4	 	4	2	1	3	1	4	4	1	4	4	 	6	6	6	6	4	1	6	2	3	1	1	4	2	2	1	2	4	5	 	 	 	 	 	4	1	2	1	1	1	2	 	2	2	2	2	2	2	 	1	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	3	3	 	 	 	7	1	4	1	1	5	4	5	3	2	1	1	1	1	1	1	2	1	1	1	3	2	3	2	2	 	 	 	1	22	5	3	1	2	2	 	 	 	2	 	16	5	1	5	 	 	 	 	2	 	 	 	 	 	0	 	 	 	3	50000	 	 	 	3	.738693237304688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	11	3
49	89	2008	1	4	1	4	2	4	2	2	2	2	2	2	2	2	3	 	3	3	3	4	4	4	4	4	2	2	2	4	4	4	4	2	4	4	 	 	 	 	 	2	1	2	1	1	1	2	 	2	2	2	1	2	2	 	2	2	2	2	2	2	2	1	1	 	2	1	1	2	1	1	 	2	1	1	2	1	1	 	2	1	1	3	2	 	 	 	2	1	5	3	1	5	3	2	2	2	2	2	2	2	1	2	2	2	1	2	5	5	5	2	2	1	 	 	1	39	3	1	3	2	2	 	 	 	4	 	8	2	0	1	1	40	1	3	 	7245	30000	 	 	 	0	 	 	 	1	30000	 	 	 	2	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	5	1
50	90	2008	1	4	4	4	2	4	2	2	4	3	4	4	1	1	4	 	2	2	4	3	4	4	4	4	4	4	1	4	4	2	4	2	2	4	 	 	 	 	 	4	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	2	2	2	2	1	2	 	2	2	2	2	2	2	 	2	2	2	3	2	 	 	 	6	6	6	2	2	3	3	2	1	3	2	1	2	2	2	2	2	2	2	2	3	4	4	2	2	 	 	 	1	39	1	1	3	2	2	 	 	 	4	 	12	3	0	5	 	 	 	 	6	 	 	 	 	 	0	 	 	 	3	24000	 	 	 	1	1.10803985595703	39	11	3	0	3	1	58	 	 	 	6210	24000	 	 	 	 	 	 	 	3	0	0	0
51	101	2008	1	2	3	3	 	2	1	1	4	4	4	5	1	2	5	 	5	6	6	6	2	2	6	6	2	3	2	4	4	4	4	2	4	5	 	 	 	 	 	5	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	 	 	 	2	1	6	2	2	3	4	5	5	2	1	2	1	1	2	1	2	1	2	2	4	4	4	2	2	1	 	 	1	27	1	1	5	2	2	 	 	 	2	 	15	4	0	1	1	40	1	2	 	2111	60000	 	 	 	0	 	 	 	2	120000	 	 	 	4	1.10803985595703	27	14	4	0	1	1	40	1	3	 	 	60000	 	 	 	 	 	 	 	5	1	5	1
52	102	2008	1	2	2	2	 	2	1	1	3	3	1	4	1	1	5	 	2	5	3	2	2	2	4	2	2	4	2	4	2	4	4	1	2	4	 	 	 	 	 	3	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	2	1	2	2	2	1	 	2	1	2	2	2	1	 	2	1	2	2	3	 	 	 	2	2	4	1	1	3	1	4	3	2	2	1	1	1	2	1	2	2	2	2	4	4	4	2	2	3	 	 	2	28	5	1	5	2	2	 	 	 	1	 	13	2	0	1	1	60	1	 	 	3440	30000	 	 	 	0	 	 	 	1	40000	 	 	 	2	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	5	1
53	103	2008	1	4	2	1	 	1	1	1	4	2	4	4	1	1	5	 	2	5	2	5	1	2	5	1	5	2	2	4	2	2	4	2	4	5	 	 	 	 	 	7	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	1	1	1	2	2	2	 	1	1	1	2	2	2	 	2	2	2	4	4	 	 	 	1	1	5	2	5	 	3	2	3	2	2	2	2	1	1	2	2	2	2	2	2	4	3	2	2	 	 	 	2	21	5	1	4	2	2	 	 	 	1	 	15	4	1	5	 	 	 	 	2	 	 	 	 	 	0	 	 	 	4	60000	 	 	 	4	.554019927978516	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	5	5	1
54	104	2008	1	4	3	1	2	4	1	2	2	3	2	2	1	1	2	 	1	2	1	4	2	1	2	1	2	3	2	3	5	5	5	3	2	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	1	1	1	2	1	1	 	1	1	1	1	1	1	 	1	1	1	4	3	 	 	 	1	1	4	2	6	6	4	4	4	3	2	2	1	2	1	1	2	1	1	2	5	5	5	2	2	 	 	 	2	54	1	3	5	2	2	 	 	 	4	 	9	2	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	2	31392	 	 	 	2	1.10803985595703	54	8	2	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	5	1	0	0
55	105	2008	1	4	4	4	2	2	1	2	2	2	2	4	1	2	2	 	2	2	5	6	2	2	2	5	2	1	1	3	2	2	3	2	4	5	 	 	 	 	 	5	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	3	2	 	 	 	6	1	5	2	2	6	3	4	5	2	2	2	2	2	1	2	2	2	1	2	5	5	5	2	2	1	 	 	1	40	1	1	6	2	2	 	 	 	2	 	11	3	0	1	1	40	1	3	 	8320	40000	 	 	 	0	 	 	 	3	50000	 	 	 	3	1.10803985595703	35	8	2	0	1	1	40	1	3	 	 	10000	 	 	 	 	 	 	 	0	0	0	0
56	106	2008	1	1	1	1	 	3	1	1	4	4	4	4	1	2	5	 	2	2	2	5	2	2	2	2	2	3	2	4	4	4	4	1	5	5	 	 	 	 	 	5	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	2	 	2	2	2	2	3	 	 	 	5	2	5	1	1	2	4	1	3	2	2	2	2	2	2	1	2	1	2	2	3	4	3	2	2	 	 	 	1	20	5	1	4	2	2	 	 	 	2	 	14	4	1	5	 	 	 	 	2	 	 	 	 	 	0	 	 	 	2	50000	 	 	 	3	1.10803985595703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	3	11	3
57	107	2008	1	4	4	4	2	4	1	1	2	2	2	2	1	2	6	 	2	3	2	2	2	1	3	2	3	2	1	4	4	4	4	2	4	5	 	 	 	 	 	2	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	 	 	6	2	5	2	2	2	3	3	4	1	1	1	2	2	1	2	2	2	2	2	4	4	4	2	2	1	 	 	1	44	1	1	6	2	2	 	 	 	2	 	16	5	0	1	1	40	1	1	 	5162	48000	 	 	 	0	 	 	 	3	84000	 	 	 	3	.738693237304688	45	15	5	0	1	1	40	1	2	 	2330	36000	 	 	 	 	 	 	 	0	0	0	0
58	108	2008	1	4	4	4	2	3	1	3	2	3	1	2	2	2	1	 	2	2	2	2	2	1	3	2	4	2	1	4	5	5	5	4	1	5	 	 	 	 	 	7	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	5	4	 	 	 	4	2	5	4	5	6	4	5	3	4	2	2	2	2	2	2	2	2	1	1	5	5	5	2	2	 	 	 	2	47	1	1	6	2	2	 	 	 	1	 	11	3	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	4	24000	 	 	 	3	.554019927978516	47	8	2	0	4	2	20	 	 	 	1210	24000	 	 	 	 	 	 	 	0	0	0	0
59	109	2008	1	4	4	4	2	1	1	2	4	2	1	2	1	2	1	 	2	2	1	2	2	2	2	1	2	1	1	4	5	5	5	2	4	5	 	 	 	 	 	7	2	2	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	1	2	1	1	 	2	2	2	2	2	2	 	2	2	2	4	2	 	 	 	2	1	2	6	6	6	2	3	2	2	2	2	2	2	2	2	2	2	1	1	5	5	5	2	2	 	 	 	2	55	1	1	6	2	2	 	 	 	1	 	9	2	0	5	 	 	 	 	3	 	 	 	 	 	0	 	 	 	3	21600	 	 	 	3	.738693237304688	58	10	3	0	3	1	40	 	 	 	5149	12000	 	 	 	 	 	 	 	3	0	3	0
60	110	2008	1	4	3	3	2	4	1	2	3	3	4	5	2	2	4	 	2	6	2	6	6	2	6	6	6	4	1	4	1	4	4	2	2	5	 	 	 	 	 	3	2	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	1	2	1	1	 	1	1	1	2	1	1	 	1	1	1	2	1	1	 	1	1	1	2	2	 	 	 	6	1	6	2	2	2	4	4	5	3	2	1	1	1	2	2	2	2	1	1	2	3	2	2	2	3	 	 	1	41	1	1	4	2	2	 	 	 	3	 	15	4	0	1	1	60	1	 	 	1210	30000	 	 	 	0	 	 	 	3	70000	 	 	 	3	1.10803985595703	39	14	4	0	1	2	30	1	2	 	2330	40000	 	 	 	 	 	 	 	5	1	5	1
61	121	2008	1	4	4	3	2	3	1	1	1	1	1	3	2	2	2	 	1	2	2	5	2	2	1	2	2	1	1	4	3	2	3	2	1	5	 	 	 	 	 	3	1	2	1	2	1	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	3	3	 	 	 	2	2	6	2	2	2	5	5	4	2	1	1	1	1	1	1	2	1	1	1	5	5	5	2	2	1	 	 	1	56	1	1	6	3	24	 	 	 	2	 	8	2	0	1	1	40	1	3	 	5220	20000	 	 	 	0	 	 	 	2	30000	 	 	 	3	1.10803985595703	56	10	3	0	5	 	 	 	 	3	 	 	 	 	 	 	 	 	 	0	0	0	0
62	122	2008	1	4	4	3	2	2	1	2	2	2	3	4	1	1	4	 	4	2	2	2	1	5	5	1	2	1	2	1	2	2	3	3	2	4	 	 	 	 	 	6	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	2	2	2	1	2	1	 	1	1	1	2	2	2	 	2	2	2	1	1	 	 	 	1	3	2	2	4	4	3	3	2	2	1	2	2	1	1	1	2	1	1	1	4	3	4	2	2	 	 	 	1	46	1	1	6	3	24	 	 	 	3	 	13	3	0	2	1	56	 	 	 	7231	10000	 	 	 	0	 	 	 	3	20000	 	 	 	2	1.10803985595703	45	10	3	0	1	1	40	1	3	 	2411	10000	 	 	 	 	 	 	 	0	0	0	0
63	123	2008	1	4	4	4	2	4	1	1	1	2	4	4	1	1	4	 	2	2	2	5	3	2	3	2	4	2	2	4	4	5	5	5	1	4	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	2	1	1	2	1	 	2	1	1	1	2	 	 	 	6	1	6	2	3	2	5	4	2	2	2	1	1	1	1	1	1	2	2	1	5	4	4	2	2	1	 	 	1	48	1	1	6	3	24	 	 	 	2	 	12	3	0	1	1	56	1	2	 	5149	40000	 	 	 	 	 	 	 	3	40000	 	 	 	3	.738693237304688	46	11	3	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	0	0	0	0
64	124	2008	1	2	3	1	2	2	2	2	3	2	3	4	4	2	2	 	2	2	4	3	4	1	2	3	2	1	2	1	1	2	1	2	2	4	 	 	 	 	 	6	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	2	 	2	2	2	2	2	 	 	 	1	3	1	3	4	4	2	4	3	4	2	1	1	1	2	1	1	2	1	1	1	1	2	2	2	 	 	 	2	38	1	7	7	3	24	 	 	 	2	 	14	4	0	3	2	12	 	 	 	3412	50000	 	 	 	0	 	 	 	3	140000	 	 	 	5	1.10803985595703	39	10	3	0	1	2	30	1	3	 	7245	90000	 	 	 	 	 	 	 	8	2	8	2
65	125	2008	1	4	4	4	 	3	2	2	2	2	4	4	2	2	4	 	1	2	2	2	2	2	2	2	2	1	1	3	4	4	4	4	1	4	 	 	 	 	 	6	1	1	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	1	1	2	2	2	1	 	2	2	2	2	2	2	 	2	2	2	4	2	 	 	 	2	2	5	2	2	5	5	5	1	1	1	1	1	1	1	1	2	1	1	1	5	5	5	2	2	1	 	 	2	52	1	1	6	3	24	 	 	 	2	 	12	3	0	1	1	56	1	2	 	2141	10000	 	 	 	0	 	 	 	3	30000	 	 	 	3	.738693237304688	53	10	3	0	1	1	56	1	2	 	2141	20000	 	 	 	 	 	 	 	3	0	0	0
66	126	2008	1	4	3	2	2	3	1	2	2	2	1	2	2	1	2	 	3	2	1	2	3	2	3	2	3	2	1	2	4	4	4	2	4	5	 	 	 	 	 	1	2	1	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	1	 	2	2	1	2	2	1	 	2	2	2	1	2	2	 	1	1	1	1	2	 	 	 	2	3	3	2	1	2	5	5	2	2	1	1	1	1	2	2	2	2	1	2	2	3	3	2	2	2	 	 	1	35	1	1	7	3	24	 	 	 	2	 	15	4	0	1	1	56	1	3	 	3440	30000	 	 	 	 	 	 	 	3	50000	 	 	 	2	1.10803985595703	33	13	4	0	1	1	40	1	3	 	 	20000	 	 	 	 	 	 	 	0	0	0	0
67	127	2008	1	4	4	4	2	3	2	1	2	2	4	2	2	1	2	 	1	2	3	2	3	2	3	3	1	1	2	3	4	4	4	4	2	5	 	 	 	 	 	7	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	2	1	 	1	1	2	1	2	2	 	1	1	1	2	2	1	 	1	1	1	1	2	 	 	 	2	1	2	2	1	2	4	5	2	2	2	1	1	2	1	1	2	2	2	2	5	4	5	2	2	1	 	 	2	50	1	1	6	3	24	 	 	 	2	 	0	0	0	1	1	56	1	2	 	9312	10000	 	 	 	0	 	 	 	2	20000	 	 	 	3	1.10803985595703	53	0	0	0	1	1	56	1	2	 	9312	10000	 	 	 	 	 	 	 	0	0	0	0
68	128	2008	1	4	1	3	 	3	1	1	1	1	4	4	1	2	6	 	6	6	2	6	6	3	3	4	2	1	1	4	3	2	2	2	3	5	 	 	 	 	 	3	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	2	 	1	1	2	1	2	2	 	2	2	2	1	2	2	 	2	2	2	3	3	 	 	 	6	1	2	2	2	2	1	4	2	1	2	1	1	1	1	1	2	1	1	1	3	3	3	2	2	3	 	 	2	36	5	1	5	3	24	 	 	 	4	 	18	6	0	1	1	40	1	 	 	3440	30000	 	 	 	0	 	 	 	1	30000	 	 	 	3	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	5	1
69	129	2008	1	1	2	2	2	2	1	1	2	2	3	3	1	1	2	 	2	2	2	6	3	6	6	2	2	1	1	3	2	2	3	1	2	5	 	 	 	 	 	2	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	2	2	 	2	2	2	3	2	 	 	 	4	4	4	2	2	4	2	5	3	3	2	1	1	1	1	1	2	1	1	1	5	5	5	2	2	1	 	 	2	40	1	1	1	3	24	 	 	 	4	 	13	3	0	1	1	48	1	3	 	8320	15000	 	 	 	0	 	 	 	5	20000	 	 	 	2	.554019927978516	40	11	3	0	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	8	2	5	1
70	130	2008	1	1	4	4	2	4	1	2	3	1	3	4	1	1	4	 	2	2	2	6	2	2	2	2	6	2	1	3	3	2	2	2	3	5	 	 	 	 	 	4	1	2	1	1	2	2	 	2	2	2	2	2	2	 	2	1	2	2	2	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	4	4	 	 	 	6	1	6	2	6	3	5	4	5	3	1	1	1	1	1	1	1	1	1	1	4	5	5	2	2	1	 	 	1	36	1	1	4	3	24	 	 	 	3	 	13	3	0	1	1	40	1	2	 	 	50000	 	 	 	0	 	 	 	2	60000	 	 	 	3	1.10803985595703	34	11	3	0	1	1	40	1	3	 	 	10000	 	 	 	 	 	 	 	0	0	0	0
71	141	2008	1	3	2	4	1	1	1	2	3	2	4	5	3	2	2	 	4	5	3	1	3	5	6	2	6	2	3	4	4	5	5	3	1	2	1	2	2	2	2	4	1	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	1	2	2	2	2	1	 	2	1	1	1	2	1	 	1	1	2	2	2	2	 	2	1	1	1	2	 	 	 	4	5	6	3	5	3	2	2	3	2	2	1	1	1	1	1	2	1	1	1	4	4	5	2	2	2	 	 	1	27	5	1	1	3	24	 	 	 	1	 	11	3	0	1	1	48	1	3	 	9333	20000	 	 	 	0	 	 	 	1	20000	 	 	 	1	2.21607971191406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	5	1
72	142	2008	1	3	2	1	2	3	2	3	2	1	3	2	1	2	2	 	3	3	2	4	4	3	2	4	3	1	2	3	3	4	2	2	3	3	2	2	1	2	2	3	1	1	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	2	1	2	 	1	2	1	2	1	2	 	2	2	2	1	1	2	 	2	1	1	2	3	 	 	 	3	2	1	2	3	1	3	3	2	2	2	2	1	1	2	2	2	2	2	2	5	5	5	2	2	 	 	 	2	19	5	1	6	3	24	 	 	 	1	 	13	5	1	5	 	 	 	 	2	 	 	 	 	 	0	 	 	 	2	12000	 	 	 	2	1.10803985595703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	5	10	3
